
S,989,APDS9300_init OK
S,1578,MPU9250_init OK
S,1629,MPL3115A2_init OK
G,4650,-971,-96,-25
A,4670,-2012,-234,-293
G,4670,-345,85,42
A,4690,-1972,-432,-49
G,4690,-529,-207,-263
A,4710,-2114,-490,69
G,4710,-809,-351,-918
A,4730,-2141,-621,139
G,4730,-513,457,-623
A,4750,-2110,-898,-85
G,4750,-133,935,-194
A,4770,-2071,-612,-291
G,4770,-1576,1238,66
A,4790,-2335,-846,-104
G,4790,-820,1286,1134
A,4810,-2516,-927,149
G,4810,2259,-3041,1307
A,4830,-1194,-179,-61
G,4830,3233,-3929,-843
A,4850,-1042,57,516
G,4850,2406,-1918,-1364
A,4870,-1387,70,590
G,4870,1327,-257,-6
A,4890,-1733,-579,763
G,4890,1713,-1366,129
A,4910,-1327,-603,544
G,4910,3118,-1149,-567
A,4930,-1738,40,890
G,4930,3297,-1364,-876
A,4950,-1259,431,876
G,4950,1698,-35,-266
A,4970,-2016,-31,970
G,4970,-152,65,333
A,4990,-1550,23,984
G,4990,-755,211,576
A,5010,-1903,-356,598
G,5010,-1426,1049,990
A,5030,-2239,-302,581
G,5030,-939,537,571
A,5050,-2397,-237,505
G,5050,411,-62,-71
A,5070,-2145,97,564
G,5070,1497,-235,-820
A,5090,-2130,535,688
G,5090,668,279,64
A,5110,-2263,122,555
G,5110,195,398,321
A,5130,-2444,456,578
G,5130,-369,367,1153
A,5150,-2343,235,522
G,5150,-1061,99,1922
A,5170,-2062,332,417
G,5170,-552,149,2337
A,5190,-2065,633,247
G,5190,-1017,136,2817
A,5210,-1874,577,355
G,5210,-869,-377,2160
A,5230,-1698,756,519
G,5230,-187,336,1078
A,5250,-1961,652,625
G,5250,-488,212,1202
A,5270,-1827,476,661
G,5270,469,-510,90
A,5290,-1607,837,989
G,5290,748,-507,-820
A,5310,-1369,595,1152
G,5310,496,-366,-420
A,5330,-1585,516,1199
G,5330,674,-298,-1109
A,5350,-1538,314,1172
G,5350,1356,-625,-2236
A,5370,-1836,627,1073
G,5370,1638,-113,-2591
A,5390,-1766,272,762
G,5390,1284,-728,-2763
A,5410,-1720,1083,1379
G,5410,463,31,-2108
A,5430,-1546,-339,855
G,5430,890,907,-1715
A,5450,-2280,-55,559
G,5450,2059,604,-1872
A,5470,-2016,268,586
G,5470,158,628,-35
A,5490,-2102,-270,369
G,5490,1202,274,327
A,5510,-1617,995,323
G,5510,1606,1147,-108
A,5530,-2199,738,-96
G,5530,373,887,746
A,5550,-2038,-90,-119
G,5550,861,0,-1263
A,5570,-1809,906,-106
G,5570,-78,812,243
A,5590,-2067,12,-243
G,5590,-476,614,-210
A,5610,-1888,76,-84
G,5610,78,576,-498
A,5630,-2035,85,-163
G,5630,-313,461,-76
A,5650,-2129,-54,-227
G,5650,-129,402,139
A,5670,-2074,77,-325
G,5670,-354,297,-30
A,5690,-2218,-175,-221
G,5690,-339,191,-52
A,5710,-2145,126,-196
G,5710,-177,158,32
A,5730,-2102,1,-164
G,5730,-204,149,-44
A,5750,-2113,89,-78
G,5750,-38,2,-366
A,5770,-2053,-133,-8
G,5770,-95,231,61
A,5790,-2182,163,-92
G,5790,84,95,115
A,5810,-1858,139,-56
G,5810,-187,144,-1
A,5830,-1890,56,37
G,5830,15,348,-291
A,5850,-1981,55,-88
G,5850,75,471,-428
A,5870,-2100,95,-166
G,5870,-78,573,-78
A,5890,-1983,127,-319
G,5890,-23,325,120
A,5910,-1822,55,-195
G,5910,-182,638,-27
A,5930,-2159,-10,-334
G,5930,-67,322,177
A,5950,-2011,75,-390
G,5950,-37,249,-285
A,5970,-2061,-99,-294
G,5970,25,273,-353
A,5990,-2239,-49,-488
G,5990,26,293,-105
A,6010,-2024,-140,-372
G,6010,-7,20,-110
A,6030,-1942,-111,-380
G,6030,44,390,259
A,6050,-2109,111,-452
G,6050,-40,206,322
A,6070,-2050,59,-434
G,6070,-10,322,-22
A,6090,-1961,24,-382
G,6090,-119,283,80
A,6110,-2187,56,-437
G,6110,-385,232,490
A,6130,-1947,-4,-388
G,6130,-136,56,163
A,6150,-1901,66,-424
G,6150,-115,641,435
A,6170,-2063,212,-560
G,6170,-28,115,-33
A,6190,-1977,-6,-488
G,6190,-115,539,125
A,6210,-2064,55,-543
G,6210,127,348,182
A,6230,-1938,170,-567
G,6230,109,339,23
A,6250,-2206,228,-708
G,6250,70,149,-6
A,6270,-1770,255,-544
G,6270,-32,191,50
A,6290,-2048,170,-653
G,6290,-65,311,185
A,6310,-1967,178,-653
G,6310,-75,225,-17
A,6330,-1962,353,-729
G,6330,-165,124,98
A,6350,-1964,118,-668
G,6350,-308,238,136
A,6370,-1701,234,-592
G,6370,-178,243,-47
A,6390,-2003,334,-787
G,6390,-210,390,96
A,6410,-1947,298,-740
G,6410,-434,328,19
A,6430,-1905,130,-728
G,6430,-348,353,262
A,6450,-2096,259,-807
G,6450,-190,61,40
A,6470,-1983,189,-747
G,6470,-112,-4,-121
A,6490,-1832,170,-691
G,6490,82,-65,-65
A,6510,-1950,269,-792
G,6510,60,139,123
A,6530,-1966,255,-797
G,6530,64,-137,-20
A,6550,-1977,138,-752
G,6550,143,-37,10
A,6570,-1884,243,-785
G,6570,308,-37,-138
A,6590,-2079,72,-746
G,6590,584,-255,-651
A,6610,-1853,69,-712
G,6610,1151,-512,-922
A,6630,-1902,66,-749
G,6630,1047,-128,-1211
A,6650,-2322,-328,-695
G,6650,1889,-666,-1740
S,6669,LED Sync
A,6670,-1792,-204,-742
G,6670,2349,-1035,-2151
A,6690,-1832,-206,-654
G,6690,1568,-671,-2113
A,6710,-1882,-586,-441
G,6710,1094,-489,-1686
A,6730,-1834,-666,-345
G,6730,720,-396,-1112
A,6750,-1798,-831,-312
G,6750,253,-209,-757
A,6770,-1831,-1052,-290
G,6770,328,-131,-658
A,6790,-1837,-1044,-224
G,6790,493,-320,-760
A,6810,-1686,-1030,-204
G,6810,286,-139,-401
A,6830,-1839,-1001,-188
G,6830,113,-69,27
A,6850,-1741,-1008,-175
G,6850,-132,22,182
A,6870,-1786,-1013,-204
G,6870,-170,136,279
A,6890,-1798,-1029,-169
G,6890,-141,-31,204
A,6910,-1763,-1008,-212
G,6910,-112,-17,137
A,6930,-1720,-1036,-224
G,6930,-125,30,225
A,6950,-1824,-1020,-168
G,6950,-34,-120,274
A,6970,-1784,-1145,-178
G,6970,213,-99,158
A,6990,-1847,-969,-211
G,6990,455,-110,337
A,7010,-1730,-881,-152
G,7010,245,13,279
A,7030,-1908,-869,-171
G,7030,167,-21,286
A,7050,-1789,-776,-195
G,7050,-293,67,831
A,7070,-1996,-821,-202
G,7070,-515,139,1621
A,7090,-2100,-655,-325
G,7090,-478,149,2225
A,7110,-2397,-384,-302
G,7110,-469,-349,2968
A,7130,-2031,101,-277
G,7130,-700,-555,5075
A,7150,-1933,361,-265
G,7150,-524,-586,6951
A,7170,-2119,910,-339
G,7170,-840,337,4888
A,7190,-1661,886,-62
G,7190,-355,-450,2920
A,7210,-1360,1394,-87
G,7210,27,-419,1978
A,7230,-1493,1426,54
G,7230,-78,-145,1522
A,7250,-1431,1276,-56
G,7250,702,-1121,-39
A,7270,-1300,1273,-111
G,7270,238,-414,-712
A,7290,-1562,798,0
G,7290,399,-468,-1048
A,7310,-1655,694,-123
G,7310,1206,-1482,-3028
A,7330,-1652,468,-424
G,7330,1833,-1273,-4805
A,7350,-1981,320,-380
G,7350,2525,-100,-4875
A,7370,-2072,147,-552
G,7370,1620,-261,-3143
A,7390,-2282,-189,-599
G,7390,1140,-852,-1946
A,7410,-2118,-84,-41
G,7410,1336,-130,-2148
A,7430,-2454,-610,-466
G,7430,1192,351,-1791
A,7450,-2204,-640,-7
G,7450,1206,-69,-1557
A,7470,-2260,-95,6
G,7470,185,-151,-529
A,7490,-2161,-382,-36
G,7490,-613,-128,161
A,7510,-2227,-215,-141
G,7510,-1138,138,330
A,7530,-2683,-136,-478
G,7530,-2255,-20,719
A,7550,-2305,-276,-336
G,7550,-3126,331,1763
A,7570,-2825,-322,-440
G,7570,-3798,293,1586
A,7590,-2339,-371,-387
G,7590,-3998,220,1116
A,7610,-2355,-701,-209
G,7610,-4521,337,1360
A,7630,-1947,-829,115
G,7630,-3760,774,942
A,7650,-2104,-328,163
G,7650,-3677,1307,914
A,7670,-2626,-327,-186
G,7670,-3435,1037,761
A,7690,-1879,-65,-71
G,7690,-2804,387,-730
A,7710,-2288,-5,-137
G,7710,-3174,198,-317
A,7730,-1842,-147,331
G,7730,-2535,-606,-855
A,7750,-1379,-160,510
G,7750,-1632,-246,-1330
A,7770,-2047,-101,-297
G,7770,-2548,-323,681
A,7790,-1387,-962,270
G,7790,-2517,105,-353
A,7810,-2172,-977,-36
G,7810,-2212,945,-404
A,7830,-2161,-1160,257
G,7830,-1175,-792,-1222
A,7850,-1827,-460,371
G,7850,-509,-950,-852
A,7870,-1682,-244,-10
G,7870,-639,-52,-20
A,7890,-1285,-359,426
G,7890,-1028,-232,198
A,7910,-1903,-338,-48
G,7910,-297,424,-451
A,7930,-1376,-660,436
G,7930,61,126,-248
A,7950,-2080,-159,-242
G,7950,-221,246,-489
A,7970,-1897,-628,83
G,7970,-141,-21,-463
A,7990,-740,-31,61
G,7990,423,113,1338
A,8010,-1668,46,-13
G,8010,69,-165,-9
A,8030,-2473,-204,-78
G,8030,1786,144,-130
A,8050,-1907,-109,24
G,8050,533,471,222
A,8070,-2087,-296,-117
G,8070,-193,144,16
A,8090,-2050,-176,-213
G,8090,-393,-125,13
A,8110,-2137,-118,16
G,8110,795,54,-55
A,8130,-2020,-179,-64
G,8130,29,-88,-22
A,8150,-2016,-195,-56
G,8150,20,25,7
A,8170,-1999,-201,-44
G,8170,17,92,4
A,8190,-2028,-190,-75
G,8190,-7,-40,-20
A,8210,-2044,-166,-105
G,8210,-18,-28,-70
A,8230,-2044,-171,-97
G,8230,41,51,109
A,8250,-2042,-173,-80
G,8250,30,71,78
A,8270,-2034,-181,-83
G,8270,23,-12,40
A,8290,-2032,-176,-82
G,8290,23,59,-38
A,8310,-2043,-182,-90
G,8310,41,40,-60
A,8330,-2036,-168,-97
G,8330,-4,8,-25
A,8350,-2034,-184,-83
G,8350,43,-38,2
A,8370,-2043,-180,-97
G,8370,34,-18,-30
A,8390,-2050,-193,-85
G,8390,26,47,74
A,8410,-2047,-174,-98
G,8410,12,-9,26
A,8430,-2038,-183,-80
G,8430,22,-60,-63
A,8450,-2039,-173,-96
G,8450,17,73,56
A,8470,-2040,-176,-92
G,8470,3,-24,15
A,8490,-2049,-182,-90
G,8490,57,-14,-46
A,8510,-2037,-178,-85
G,8510,29,-31,40
A,8530,-2036,-175,-87
G,8530,37,92,-60
A,8550,-2042,-172,-95
G,8550,-8,44,-35
A,8570,-2036,-177,-97
G,8570,9,8,31
A,8590,-2040,-171,-92
G,8590,23,-4,0
A,8610,-2038,-175,-92
G,8610,-29,50,-11
A,8630,-2033,-173,-94
G,8630,3,-20,4
A,8650,-2035,-175,-103
G,8650,67,31,-57
A,8670,-2039,-178,-102
G,8670,-28,101,32
A,8690,-2034,-174,-88
G,8690,49,78,16
A,8710,-2026,-166,-85
G,8710,-6,45,-8
A,8730,-2045,-174,-87
G,8730,15,-12,93
A,8750,-2029,-181,-101
G,8750,-3,45,18
A,8770,-2043,-178,-93
G,8770,3,39,0
A,8790,-2034,-172,-90
G,8790,8,16,-79
A,8810,-2046,-172,-90
G,8810,-3,-1,-105
A,8830,-2035,-177,-86
G,8830,17,75,77
A,8850,-2036,-177,-86
G,8850,17,-31,-25
A,8870,-2046,-173,-95
G,8870,38,-23,-105
A,8890,-2034,-178,-77
G,8890,7,36,70
A,8910,-2035,-172,-88
G,8910,-19,71,16
A,8930,-2048,-183,-100
G,8930,11,2,-16
A,8950,-2026,-174,-97
G,8950,-3,-55,-6
A,8970,-2036,-172,-87
G,8970,46,10,-70
A,8990,-2036,-174,-98
G,8990,23,0,16
A,9010,-2042,-173,-83
G,9010,9,98,35
A,9030,-2047,-172,-80
G,9030,26,-55,-49
A,9050,-2029,-167,-83
G,9050,28,51,43
A,9070,-2043,-168,-93
G,9070,3,59,50
A,9090,-2036,-172,-85
G,9090,23,-29,-52
A,9110,-2036,-178,-92
G,9110,0,16,23
A,9130,-2045,-176,-82
G,9130,48,27,-33
A,9150,-2030,-169,-89
G,9150,-17,56,19
A,9170,-2041,-172,-94
G,9170,54,34,-63
A,9190,-2041,-173,-85
G,9190,19,-3,-71
A,9210,-2029,-183,-75
G,9210,16,42,-3
A,9230,-2035,-183,-98
G,9230,32,40,-9
A,9250,-2042,-174,-82
G,9250,67,-31,-44
A,9270,-2037,-179,-79
G,9270,12,2,83
A,9290,-2040,-179,-90
G,9290,21,37,0
A,9310,-2042,-177,-94
G,9310,40,13,-12
A,9330,-2033,-178,-97
G,9330,35,8,77
A,9350,-2052,-177,-99
G,9350,18,64,-24
A,9370,-2042,-176,-100
G,9370,31,-59,-75
A,9390,-2032,-173,-87
G,9390,49,-23,-57
A,9410,-2045,-173,-93
G,9410,43,-48,-100
A,9430,-2025,-180,-89
G,9430,4,37,75
A,9450,-2041,-177,-75
G,9450,12,30,15
A,9470,-2031,-171,-105
G,9470,44,-32,-76
A,9490,-2035,-175,-88
G,9490,9,90,53
A,9510,-2046,-180,-91
G,9510,37,39,21
A,9530,-2045,-176,-88
G,9530,69,28,-12
A,9550,-2042,-179,-91
G,9550,11,76,31
A,9570,-2038,-180,-81
G,9570,12,-69,-39
A,9590,-2047,-177,-72
G,9590,15,17,-4
A,9610,-2041,-179,-93
G,9610,-2,56,13
A,9630,-2040,-175,-92
G,9630,37,-38,-121
A,9650,-2043,-181,-77
G,9650,23,62,118
A,9670,-2038,-166,-83
G,9670,29,16,18
A,9690,-2039,-171,-86
G,9690,-11,-14,-51
A,9710,-2042,-174,-88
G,9710,34,-51,18
A,9730,-2039,-178,-89
G,9730,-19,23,66
A,9750,-2037,-178,-100
G,9750,41,-52,-30
A,9770,-2046,-172,-87
G,9770,18,-34,-9
A,9790,-2033,-178,-90
G,9790,12,-7,-68
A,9810,-2038,-175,-76
G,9810,27,62,31
A,9830,-2040,-171,-80
G,9830,-9,48,-16
A,9850,-2046,-178,-97
G,9850,15,-97,-49
A,9870,-2042,-172,-75
G,9870,0,78,35
A,9890,-2038,-170,-90
G,9890,48,2,2
A,9910,-2039,-178,-83
G,9910,49,-38,-46
A,9930,-2039,-173,-71
G,9930,55,-24,35
A,9950,-2040,-174,-101
G,9950,2,23,-43
A,9970,-2038,-176,-91
G,9970,15,104,-11
A,9990,-2045,-172,-102
G,9990,-26,-20,53
A,10010,-2037,-181,-89
G,10010,9,42,5
A,10030,-2043,-181,-94
G,10030,-24,47,31
A,10050,-2037,-171,-103
G,10050,7,-9,-11
A,10070,-2041,-175,-74
G,10070,37,-59,-73
A,10090,-2039,-176,-92
G,10090,-8,36,80
A,10110,-2044,-176,-85
G,10110,17,-18,26
A,10130,-2041,-172,-83
G,10130,14,6,-30
A,10150,-2040,-169,-84
G,10150,1,-54,-38
A,10170,-2035,-183,-77
G,10170,-1,6,-30
A,10190,-2043,-170,-95
G,10190,36,27,-36
A,10210,-2043,-181,-93
G,10210,6,-45,-4
A,10230,-2039,-177,-81
G,10230,36,-49,-130
A,10250,-2039,-172,-79
G,10250,-11,81,-17
A,10270,-2039,-163,-65
G,10270,-7,47,43
A,10290,-2039,-169,-93
G,10290,29,-20,-35
A,10310,-2040,-176,-74
G,10310,31,17,13
A,10330,-2050,-173,-98
G,10330,37,31,29
A,10350,-2034,-178,-82
G,10350,0,-18,-24
A,10370,-2040,-173,-85
G,10370,46,-49,24
A,10390,-2041,-174,-83
G,10390,23,17,-73
A,10410,-2040,-180,-91
G,10410,28,81,-3
A,10430,-2025,-173,-88
G,10430,-8,-28,18
A,10450,-2042,-175,-95
G,10450,-29,6,-129
A,10470,-2049,-184,-90
G,10470,1,39,43
A,10490,-2047,-188,-81
G,10490,9,8,61
A,10510,-2045,-175,-101
G,10510,22,-21,-78
A,10530,-2033,-177,-86
G,10530,64,-15,-94
A,10550,-2050,-171,-94
G,10550,15,8,-46
A,10570,-2038,-177,-84
G,10570,26,-15,-27
A,10590,-2046,-178,-84
G,10590,9,19,0
A,10610,-2043,-180,-85
G,10610,-8,16,-36
A,10630,-2034,-175,-91
G,10630,18,102,-1
A,10650,-2048,-170,-107
G,10650,-5,-24,-16
A,10670,-2038,-171,-80
G,10670,37,-26,-87
A,10690,-2041,-177,-98
G,10690,-5,42,66
A,10710,-2040,-179,-83
G,10710,14,53,16
A,10730,-2036,-176,-74
G,10730,40,-3,-49
A,10750,-2045,-181,-86
G,10750,1,2,78
A,10770,-2035,-172,-94
G,10770,18,-4,-116
A,10790,-2041,-180,-88
G,10790,46,31,31
A,10810,-2047,-175,-89
G,10810,12,-21,-35
A,10830,-2036,-175,-86
G,10830,52,-11,-143
A,10850,-2043,-173,-103
G,10850,11,23,-35
A,10870,-2036,-176,-78
G,10870,-12,-34,-51
A,10890,-2031,-179,-90
G,10890,12,-3,-124
A,10910,-2039,-169,-89
G,10910,24,39,67
A,10930,-2030,-177,-89
G,10930,14,78,39
A,10950,-2037,-174,-87
G,10950,18,13,-27
A,10970,-2038,-180,-95
G,10970,0,-41,-79
A,10990,-2027,-182,-87
G,10990,24,-28,-111
A,11010,-2039,-185,-97
G,11010,-17,23,-38
A,11030,-2037,-174,-89
G,11030,6,-3,-4
A,11050,-2039,-176,-83
G,11050,32,-3,-78
A,11070,-2037,-177,-98
G,11070,11,50,19
A,11090,-2038,-177,-77
G,11090,6,48,45
A,11110,-2034,-168,-80
G,11110,-13,-48,-14
A,11130,-2034,-177,-105
G,11130,8,67,48
A,11150,-2031,-178,-95
G,11150,15,45,88
A,11170,-2042,-173,-82
G,11170,23,99,39
A,11190,-2045,-176,-103
G,11190,-5,-28,-11
A,11210,-2042,-176,-94
G,11210,37,39,-38
A,11230,-2040,-178,-71
G,11230,24,75,39
A,11250,-2042,-178,-92
G,11250,6,37,32
A,11270,-2040,-175,-98
G,11270,27,-23,-57
A,11290,-2040,-178,-80
G,11290,-5,-6,50
A,11310,-2044,-182,-90
G,11310,40,92,-8
A,11330,-2039,-178,-83
G,11330,44,-80,-16
A,11350,-2030,-171,-80
G,11350,41,-49,-24
A,11370,-2026,-183,-79
G,11370,11,40,18
A,11390,-2032,-181,-101
G,11390,48,-57,-33
A,11410,-2030,-175,-94
G,11410,17,-14,-28
A,11430,-2038,-179,-85
G,11430,29,-12,-38
A,11450,-2031,-177,-93
G,11450,-9,6,56
A,11470,-2050,-170,-82
G,11470,15,81,15
A,11490,-1954,-616,127
G,11490,1013,56,-103
A,11510,-1898,-83,134
G,11510,1376,189,-32
A,11530,-2160,32,42
G,11530,-622,-130,10
A,11550,-2590,-858,-306
G,11550,-2926,-162,-90
A,11570,-1801,-1255,456
G,11570,-1957,-51,517
A,11590,-1783,-2056,375
G,11590,1621,235,1867
A,11610,-1382,-1568,-156
G,11610,3031,-1137,1197
A,11630,-343,-931,30
G,11630,2621,-807,1111
A,11650,-457,-69,-118
G,11650,900,-354,2939
A,11670,-648,-355,-94
G,11670,1340,-1199,1623
A,11690,-882,-396,-98
G,11690,3646,-2571,-2167
A,11710,-868,-49,32
