
S,989,APDS9300_init OK
S,1578,MPU9250_init OK
S,1629,MPL3115A2_init OK
A,26250,-1047,-2076,-408
G,26250,-579,1979,-2475
A,26270,-1607,-1967,-801
G,26270,-567,1490,-1405
A,26290,-808,-2157,-631
G,26290,109,791,-2390
A,26310,-379,-1705,-435
G,26310,-533,1024,-1592
A,26330,-458,-1595,-571
G,26330,-1224,970,-913
A,26350,442,-2144,-538
G,26350,-733,1962,-1429
A,26370,-166,-2249,-761
G,26370,157,1901,-1394
A,26390,-573,-1801,-938
G,26390,-623,987,-591
A,26410,-43,-1985,-903
G,26410,30,1038,-671
A,26430,-140,-2159,-1001
G,26430,253,477,-376
A,26450,177,-1941,-986
G,26450,433,141,-220
A,26470,20,-1937,-853
G,26470,148,192,209
A,26490,-241,-2164,-854
G,26490,99,-18,926
A,26510,497,-1416,-575
G,26510,1773,-394,-841
A,26530,160,-1341,-822
G,26530,-645,478,-840
A,26550,-394,-2585,-1044
G,26550,-1270,741,-181
A,26570,-329,-2374,-903
G,26570,-396,-461,815
A,26590,1314,-1069,-263
G,26590,1763,-15,-1152
A,26610,-699,-995,-753
G,26610,-875,1354,-926
A,26630,-39,-2844,-1117
G,26630,-907,733,287
A,26650,198,-2148,-842
G,26650,346,113,257
A,26670,164,-1837,-650
G,26670,584,-399,378
A,26690,293,-1951,-675
G,26690,608,-462,595
A,26710,275,-2138,-832
G,26710,286,-226,2
A,26730,-40,-2232,-686
G,26730,-45,-393,265
A,26750,51,-2256,-700
G,26750,331,-592,1057
A,26770,148,-869,-628
G,26770,2059,-917,-409
A,26790,898,-73,-422
G,26790,-1368,549,-809
A,26810,-393,-3054,-1010
G,26810,-2720,1202,754
A,26830,-249,-3449,-937
G,26830,691,-308,23
A,26850,160,-1725,-705
G,26850,1357,-532,298
A,26870,118,-1487,-620
G,26870,266,-304,679
A,26890,-58,-2203,-680
G,26890,-117,-380,343
A,26910,-384,-2210,-696
G,26910,-57,-547,563
A,26930,-619,-2542,-682
G,26930,270,-1013,1572
A,26950,433,-1131,-279
G,26950,2105,-1277,-1772
A,26970,729,-362,-405
G,26970,-1638,1601,-1671
A,26990,-1342,-3220,-1386
G,26990,-1681,505,370
A,27010,316,-2608,-611
G,27010,631,-89,-266
A,27030,219,-1591,-607
G,27030,366,-114,-130
A,27050,82,-1836,-626
G,27050,-495,14,571
A,27070,31,-2246,-633
G,27070,121,-181,327
A,27090,-75,-1803,-672
G,27090,114,-127,855
A,27110,-212,-1643,-681
G,27110,-687,-338,2144
A,27130,-272,-2019,-795
G,27130,-616,-673,1808
S,27149,LED Sync
A,27150,-806,-2205,-746
G,27150,-28,-1616,1081
A,27170,-544,-2174,-674
G,27170,838,-1667,1264
A,27190,-598,-2037,-514
G,27190,1028,-1400,1514
A,27210,-1054,-2010,-796
G,27210,763,-1740,1747
A,27230,-685,-1886,-580
G,27230,322,-1987,2660
A,27250,-991,-2001,-550
G,27250,435,-2155,2090
A,27270,-1535,-1745,-300
G,27270,905,-1919,1159
A,27290,-1066,-1100,-66
G,27290,1011,-1845,826
A,27310,-1446,-1217,476
G,27310,253,-1489,1001
A,27330,-1447,-954,561
G,27330,12,-484,738
A,27350,-1611,-1252,527
G,27350,-20,-526,668
A,27370,-1500,-813,780
G,27370,306,-213,149
A,27390,-1387,-1041,490
G,27390,-58,-154,310
A,27410,-1463,-1384,269
G,27410,-25,-57,773
A,27430,-1862,-1564,54
G,27430,-302,40,1594
A,27450,-2127,-1618,165
G,27450,-361,-1195,2106
A,27470,-1561,-1192,239
G,27470,636,-1994,784
A,27490,-1126,-550,500
G,27490,317,-1342,289
A,27510,-1155,-561,787
G,27510,-230,-391,43
A,27530,-1344,-580,906
G,27530,-647,531,-87
A,27550,-1800,-796,745
G,27550,-907,894,82
A,27570,-2039,-924,664
G,27570,-703,686,91
A,27590,-2080,-960,459
G,27590,-518,212,-1
A,27610,-1840,-951,385
G,27610,-360,-436,-67
A,27630,-1532,-917,399
G,27630,-402,-320,8
A,27650,-1531,-1045,403
G,27650,-346,-41,69
A,27670,-1601,-864,354
G,27670,-538,235,150
A,27690,-1506,-667,271
G,27690,-878,376,-382
A,27710,-1394,-681,48
G,27710,-1723,652,-545
A,27730,-1847,-1455,51
G,27730,-1571,534,128
A,27750,-2139,-1717,108
G,27750,-415,-114,-75
A,27770,-1629,-1316,257
G,27770,-302,311,595
A,27790,-1845,-1104,114
G,27790,-380,938,1051
A,27810,-1933,-912,-51
G,27810,-162,605,290
A,27830,-1744,-666,-66
G,27830,-271,412,-38
A,27850,-1728,-723,-151
G,27850,-543,155,-486
A,27870,-1742,-1152,-175
G,27870,-500,204,-381
A,27890,-1777,-1319,-163
G,27890,-185,344,-98
A,27910,-1909,-1057,-198
G,27910,21,217,-36
A,27930,-1917,-1061,-297
G,27930,-115,-4,-138
A,27950,-1864,-1124,-287
G,27950,-24,-85,-78
A,27970,-1705,-964,-326
G,27970,-54,-162,-135
A,27990,-1646,-968,-302
G,27990,-325,-154,-46
A,28010,-1647,-1001,-276
G,28010,-294,2,-134
A,28030,-1689,-974,-247
G,28030,-330,-49,-290
A,28050,-1829,-985,-224
G,28050,-358,-113,-165
A,28070,-1884,-1129,-126
G,28070,-344,-88,-59
A,28090,-1906,-1203,-71
G,28090,-23,-74,-119
A,28110,-1919,-1143,-158
G,28110,69,93,294
A,28130,-1977,-1189,-190
G,28130,41,-127,356
A,28150,-1739,-1060,-219
G,28150,236,-190,294
A,28170,-1560,-901,-178
G,28170,40,-184,337
A,28190,-1518,-1086,-128
G,28190,42,-125,185
A,28210,-1460,-1084,-127
G,28210,206,144,142
A,28230,-1551,-998,-228
G,28230,53,384,314
A,28250,-1732,-1032,-310
G,28250,37,441,171
A,28270,-1740,-1030,-325
G,28270,216,152,-186
A,28290,-1674,-945,-290
G,28290,277,-9,-500
A,28310,-1693,-996,-229
G,28310,256,37,-526
A,28330,-1794,-1030,-229
G,28330,151,246,-232
A,28350,-1854,-1117,-231
G,28350,176,266,-103
A,28370,-1982,-1012,-304
G,28370,219,161,-98
A,28390,-2111,-1141,-325
G,28390,73,-80,168
A,28410,-2032,-1252,-231
G,28410,294,-294,201
A,28430,-1860,-1157,-146
G,28430,262,-193,381
A,28450,-1932,-1292,-108
G,28450,300,-86,745
A,28470,-1909,-1291,-92
G,28470,856,-258,407
A,28490,-1797,-1199,-133
G,28490,1120,-12,703
A,28510,-1668,-1041,-66
G,28510,1422,116,880
A,28530,-1864,-664,-115
G,28530,1575,14,451
A,28550,-1738,-350,-45
G,28550,1521,-280,18
A,28570,-1498,-389,14
G,28570,1195,-119,-460
A,28590,-1585,-305,27
G,28590,603,155,-282
A,28610,-1309,-1315,43
G,28610,150,353,-30
A,28630,-1829,-791,99
G,28630,665,419,-344
A,28650,-1915,-975,185
G,28650,587,347,-470
A,28670,-1860,-429,119
G,28670,380,-300,-667
A,28690,-1725,-520,-84
G,28690,-805,339,166
A,28710,-1983,-866,-231
G,28710,-1005,634,185
A,28730,-2149,-810,-344
G,28730,-1111,107,-63
A,28750,-1742,-1022,-57
G,28750,-860,-55,-583
A,28770,-1424,-1137,4
G,28770,-918,1044,144
A,28790,-1872,-965,-216
G,28790,-765,1507,-65
A,28810,-1897,-1417,-342
G,28810,-589,1221,-247
A,28830,-1967,-910,-532
G,28830,-575,729,-366
A,28850,-2022,-976,-521
G,28850,-711,540,-255
A,28870,-1682,-1042,-617
G,28870,-876,747,298
A,28890,-1854,-692,-700
G,28890,-1122,942,580
A,28910,-1808,-979,-907
G,28910,-725,882,55
A,28930,-1530,-560,-824
G,28930,-515,894,340
A,28950,-1608,-630,-1084
G,28950,-602,192,27
A,28970,-1402,-741,-961
G,28970,-633,457,141
A,28990,-1828,-934,-1070
G,28990,-126,320,188
A,29010,-1587,-707,-1042
G,29010,297,-48,-22
A,29030,-1482,-775,-1001
G,29030,63,266,-19
A,29050,-1880,-853,-1117
G,29050,354,152,67
A,29070,-1715,-517,-1153
G,29070,152,48,-181
A,29090,-1461,-639,-1149
G,29090,-88,242,125
A,29110,-1604,-672,-1165
G,29110,96,-18,118
A,29130,-1790,-762,-1180
G,29130,9,240,-54
A,29150,-1736,-811,-1200
G,29150,222,31,-27
A,29170,-1633,-631,-1078
G,29170,114,164,169
A,29190,-1708,-813,-1103
G,29190,185,-1,37
A,29210,-1593,-669,-1115
G,29210,265,-181,185
A,29230,-1383,-957,-1031
G,29230,336,370,565
A,29250,-1991,-1037,-1242
G,29250,1176,-210,214
A,29270,-1533,-504,-1088
G,29270,1123,-357,204
A,29290,-1545,-880,-1049
G,29290,815,30,346
A,29310,-1780,-614,-1120
G,29310,859,81,204
A,29330,-1634,-547,-902
G,29330,492,82,-9
A,29350,-1699,-735,-967
G,29350,181,-35,-51
A,29370,-1786,-734,-928
G,29370,208,-202,7
A,29390,-1669,-429,-844
G,29390,-9,-253,-306
A,29410,-1494,-873,-818
G,29410,-379,-274,-282
A,29430,-1749,-766,-934
G,29430,-445,-232,-113
A,29450,-1904,-969,-1041
G,29450,-504,-521,-361
A,29470,-1304,-1049,-568
G,29470,-161,-128,-301
A,29490,-2000,-538,-996
G,29490,-342,-216,-24
A,29510,-2000,-981,-1339
G,29510,-265,-1480,-484
A,29530,-1199,-652,-965
G,29530,-499,-1449,-379
A,29550,-1893,-424,-1221
G,29550,-1160,-999,-2232
A,29570,-1412,-1599,-849
G,29570,-589,-844,-792
A,29590,-1471,-1376,-335
G,29590,-700,324,424
A,29610,-1907,-1517,-350
G,29610,-354,382,635
A,29630,-1771,-1369,-271
G,29630,302,105,461
A,29650,-1578,-927,-302
G,29650,184,556,651
A,29670,-1803,-1120,-437
G,29670,274,545,459
A,29690,-1819,-1219,-458
G,29690,1123,149,440
A,29710,-1757,-951,-621
G,29710,1520,20,796
A,29730,-1851,-876,-633
G,29730,1790,-110,466
A,29750,-1823,-673,-685
G,29750,1820,-97,622
A,29770,-1704,-592,-687
G,29770,1388,59,624
A,29790,-1714,-553,-671
G,29790,1059,282,364
A,29810,-1845,-222,-941
G,29810,407,180,324
A,29830,-1886,-552,-1131
G,29830,-389,-455,279
A,29850,-1716,-575,-760
G,29850,-538,-142,-272
A,29870,-1796,-237,-848
G,29870,-1094,-557,-484
A,29890,-2202,-1114,-733
G,29890,-1410,-566,-518
A,29910,-2016,-1023,-691
G,29910,-129,-1977,-1385
A,29930,-1323,-437,-321
G,29930,-1307,-1565,-846
A,29950,-1620,-1348,-102
G,29950,-1535,-226,-54
A,29970,-2306,-1754,-260
G,29970,-284,-993,-263
A,29990,-1883,-813,-212
G,29990,665,-1740,-1542
A,30010,-853,-1119,592
G,30010,-96,1160,1003
A,30030,-2167,-1503,259
G,30030,391,1556,1086
A,30050,-1827,-1213,170
G,30050,1832,904,86
A,30070,-1948,-667,-241
G,30070,1919,809,233
A,30090,-2223,-961,-571
G,30090,2752,-295,-843
A,30110,-2197,-939,-704
G,30110,3201,-1571,-1464
A,30130,-1804,-1081,-246
G,30130,3363,-2068,-1912
A,30150,-1910,-1162,20
G,30150,3392,-2264,-1595
A,30170,-1288,-798,312
G,30170,2533,-2288,-542
A,30190,-959,-867,772
G,30190,1426,-1211,-314
A,30210,-1082,-712,1205
G,30210,406,-762,35
A,30230,-1164,-683,1021
G,30230,-872,-362,318
A,30250,-1674,-955,850
G,30250,-935,-487,121
A,30270,-967,-1348,1336
G,30270,-521,-195,-500
A,30290,-1460,-1307,1376
G,30290,-296,-773,-355
A,30310,-1007,-1401,1159
G,30310,809,-1264,-1064
A,30330,-650,-645,1271
G,30330,-417,-139,-191
A,30350,-1180,-1643,1176
G,30350,106,170,-110
A,30370,-1066,-926,1316
G,30370,-10,115,98
A,30390,-812,-1157,1259
G,30390,-685,23,166
A,30410,-1053,-1489,1043
G,30410,-705,401,550
A,30430,-993,-1302,1038
G,30430,-664,512,609
A,30450,-1502,-707,671
G,30450,587,310,-113
A,30470,-1076,-797,1498
G,30470,836,-1443,-355
A,30490,-786,-1108,1107
G,30490,685,-646,-438
A,30510,-702,-1012,1380
G,30510,-421,775,128
A,30530,-967,-1031,1233
G,30530,-696,283,96
A,30550,-965,-1115,865
G,30550,-1152,393,341
A,30570,-2140,-513,633
G,30570,-1771,127,-108
A,30590,-1151,-1652,472
G,30590,-2075,277,461
A,30610,-1980,-2665,109
G,30610,-552,-1298,1226
A,30630,-1801,-1705,247
G,30630,-964,-1001,1328
A,30650,-2162,-1696,151
G,30650,-2515,-496,2351
A,30670,-2160,-1771,189
G,30670,-3530,-605,2848
A,30690,-2651,-2133,292
G,30690,-4303,-314,2823
A,30710,-2319,-2391,197
G,30710,-3986,-793,2249
A,30730,-1970,-2240,189
G,30730,-3169,566,3519
A,30750,-2319,-1544,238
G,30750,-2902,81,3078
A,30770,-2228,-1012,-41
G,30770,-3215,139,3354
A,30790,-2063,-325,-21
G,30790,-2862,392,2899
A,30810,-2692,-60,-176
G,30810,-1788,-591,3130
A,30830,-1077,-599,-95
G,30830,-2387,-787,2654
A,30850,-1238,126,-117
G,30850,-2406,404,1008
A,30870,-1597,-106,242
G,30870,-1710,-54,185
A,30890,-1199,429,131
G,30890,-1426,-1274,329
A,30910,-859,-559,180
G,30910,-1365,-846,-607
A,30930,-786,-246,391
G,30930,-1199,385,-1396
A,30950,-1249,-241,253
G,30950,-1275,1147,-1332
A,30970,-1402,-648,312
G,30970,-1198,757,-862
A,30990,-1500,-752,314
G,30990,-650,587,-1031
A,31010,-1678,-393,-81
G,31010,-342,1292,-672
A,31030,-1981,-679,91
G,31030,-61,1179,-451
A,31050,-2286,-248,-232
G,31050,89,341,-664
A,31070,-1784,-260,-70
G,31070,185,8,-36
A,31090,-1981,-452,-98
G,31090,257,450,-331
A,31110,-2009,-213,-400
G,31110,390,390,-554
A,31130,-4308,-510,-34
G,31130,599,-1058,737
A,31150,-5030,227,756
G,31150,3101,1341,-602
A,31170,-2598,-276,-94
G,31170,1776,-31,98
A,31190,-1759,-599,63
G,31190,569,102,-95
A,31210,-2047,-34,-55
G,31210,46,59,56
A,31230,-2032,-154,-94
G,31230,23,11,-81
A,31250,-2040,-189,-70
G,31250,-22,-38,-92
A,31270,-2034,-174,-80
G,31270,-18,30,77
A,31290,-2034,-174,-95
G,31290,15,61,94
A,31310,-2036,-169,-71
G,31310,49,-59,-6
A,31330,-2045,-180,-92
G,31330,6,78,82
A,31350,-2035,-178,-93
G,31350,12,61,59
A,31370,-2049,-174,-86
G,31370,34,-11,-59
A,31390,-2036,-182,-86
G,31390,7,-59,-14
A,31410,-2039,-185,-94
G,31410,17,-23,-106
A,31430,-2050,-174,-93
G,31430,3,87,-11
A,31450,-2032,-179,-96
G,31450,23,-46,-54
A,31470,-2045,-175,-91
G,31470,15,-9,-84
A,31490,-2031,-166,-83
G,31490,32,59,45
A,31510,-2035,-173,-86
G,31510,-20,48,32
A,31530,-2043,-176,-93
G,31530,35,-69,-60
A,31550,-2040,-174,-96
G,31550,24,-41,51
A,31570,-2042,-172,-84
G,31570,15,-3,-6
A,31590,-2036,-185,-82
G,31590,28,-21,-17
A,31610,-2040,-176,-78
G,31610,11,19,18
A,31630,-2051,-173,-77
G,31630,7,28,-116
A,31650,-2037,-180,-94
G,31650,14,48,10
A,31670,-2040,-180,-79
G,31670,50,-40,-17
A,31690,-2031,-173,-85
G,31690,14,-14,-90
A,31710,-2038,-183,-95
G,31710,6,58,40
A,31730,-2039,-175,-68
G,31730,4,-3,-1
A,31750,-2041,-173,-84
G,31750,86,-77,-27
A,31770,-2044,-173,-95
G,31770,41,-21,50
A,31790,-2035,-174,-100
G,31790,61,42,-20
A,31810,-2046,-178,-75
G,31810,-25,19,-3
A,31830,-2047,-175,-88
G,31830,38,-26,-32
A,31850,-2036,-177,-78
G,31850,33,33,-57
A,31870,-2035,-178,-79
G,31870,-26,59,37
A,31890,-2038,-185,-83
G,31890,-8,-12,-11
A,31910,-2034,-172,-81
G,31910,29,-6,115
A,31930,-2047,-177,-95
G,31930,9,28,58
A,31950,-2037,-172,-96
G,31950,55,65,51
A,31970,-2044,-191,-76
G,31970,14,-20,-68
A,31990,-2030,-170,-92
G,31990,18,-43,-44
A,32010,-2047,-180,-77
G,32010,23,-4,-121
A,32030,-2043,-173,-77
G,32030,0,82,47
A,32050,-2041,-174,-81
G,32050,30,-38,-22
A,32070,-2039,-171,-85
G,32070,32,-49,-79
A,32090,-2037,-183,-90
G,32090,21,51,21
A,32110,-2047,-182,-85
G,32110,14,-43,-54
A,32130,-2038,-176,-91
G,32130,20,-71,-24
A,32150,-2035,-174,-94
G,32150,-9,-49,-63
A,32170,-2040,-167,-84
G,32170,8,51,-46
A,32190,-2038,-177,-86
G,32190,17,-17,-4
A,32210,-2039,-172,-93
G,32210,24,-31,42
A,32230,-2041,-167,-102
G,32230,30,90,64
A,32250,-2029,-172,-91
G,32250,30,42,-19
S,32269,LED Sync
A,32270,-2040,-185,-73
G,32270,0,-37,-59
A,32290,-2039,-175,-86
G,32290,12,-3,-97
A,32310,-2042,-179,-80
G,32310,-3,11,66
A,32330,-2031,-177,-82
G,32330,56,45,16
A,32350,-2037,-176,-89
G,32350,37,-32,-24
A,32370,-2032,-178,-92
G,32370,11,36,63
A,32390,-2044,-179,-73
G,32390,7,25,-16
A,32410,-2041,-178,-73
G,32410,46,42,19
A,32430,-2031,-180,-79
G,32430,69,-38,-47
A,32450,-2033,-173,-88
G,32450,17,3,-52
A,32470,-2039,-175,-87
G,32470,-16,61,29
A,32490,-2031,-178,-83
G,32490,47,-26,-25
A,32510,-2042,-178,-95
G,32510,14,-41,-95
A,32530,-2034,-173,-90
G,32530,15,-9,70
A,32550,-2036,-178,-84
G,32550,30,44,45
A,32570,-2042,-172,-93
G,32570,1,42,-6
A,32590,-2036,-174,-75
G,32590,3,47,66
A,32610,-2035,-172,-88
G,32610,4,79,15
A,32630,-2028,-175,-73
G,32630,23,22,-8
A,32650,-2043,-169,-86
G,32650,-17,-69,-60
A,32670,-2040,-175,-66
G,32670,-6,-66,-84
A,32690,-2036,-179,-81
G,32690,-8,11,99
A,32710,-2040,-173,-83
G,32710,-3,50,32
A,32730,-2050,-177,-71
G,32730,11,-21,-65
A,32750,-2024,-177,-99
G,32750,21,42,99
A,32770,-2048,-180,-94
G,32770,26,34,32
A,32790,-2041,-170,-85
G,32790,-12,-15,32
A,32810,-2043,-179,-100
G,32810,-26,36,85
A,32830,-2031,-173,-79
G,32830,63,-17,-54
A,32850,-2042,-178,-95
G,32850,-19,-18,-75
A,32870,-2048,-176,-90
G,32870,-2,-6,21
A,32890,-2034,-175,-83
G,32890,26,-14,-46
A,32910,-2050,-173,-81
G,32910,-9,53,32
A,32930,-2046,-179,-80
G,32930,-11,36,50
A,32950,-2036,-183,-76
G,32950,64,-51,-14
A,32970,-2040,-170,-94
G,32970,12,-11,47
A,32990,-2041,-173,-80
G,32990,1,37,50
A,33010,-2042,-181,-99
G,33010,27,71,-1
A,33030,-2037,-172,-79
G,33030,30,-18,7
A,33050,-2038,-174,-80
G,33050,14,47,-83
A,33070,-2044,-183,-90
G,33070,-20,99,37
A,33090,-2032,-172,-78
G,33090,7,3,-8
A,33110,-2049,-181,-74
G,33110,9,-41,-86
A,33130,-2035,-174,-92
G,33130,-3,-1,110
A,33150,-2043,-178,-92
G,33150,49,59,26
A,33170,-2023,-173,-81
G,33170,10,6,-3
A,33190,-2039,-164,-84
G,33190,29,40,120
A,33210,-2039,-171,-87
G,33210,-19,40,5
A,33230,-2034,-179,-100
G,33230,-10,33,12
A,33250,-2036,-185,-90
G,33250,32,3,-52
A,33270,-2040,-173,-89
G,33270,24,-37,-65
A,33290,-2031,-179,-88
G,33290,-4,50,-3
A,33310,-2042,-178,-89
G,33310,15,-63,-19
A,33330,-2038,-176,-80
G,33330,20,-38,-98
A,33350,-2033,-182,-77
G,33350,3,58,74
A,33370,-2034,-186,-78
G,33370,-29,92,45
A,33390,-2049,-175,-87
G,33390,18,30,-20
A,33410,-2038,-177,-82
G,33410,21,-21,-9
A,33430,-2037,-177,-83
G,33430,25,42,55
A,33450,-2039,-174,-80
G,33450,19,22,5
A,33470,-2029,-173,-94
G,33470,27,-17,-32
A,33490,-2036,-177,-98
G,33490,-11,-20,-98
A,33510,-2036,-175,-84
G,33510,15,33,43
A,33530,-2036,-187,-89
G,33530,23,76,0
A,33550,-2045,-169,-85
G,33550,17,-35,-36
A,33570,-2046,-174,-79
G,33570,-25,50,86
A,33590,-2040,-179,-99
G,33590,23,37,21
A,33610,-2043,-183,-92
G,33610,-11,-55,-25
A,33630,-2037,-172,-73
G,33630,70,-46,19
A,33650,-2045,-168,-94
G,33650,-16,56,-68
A,33670,-2041,-178,-77
G,33670,7,95,-12
A,33690,-2047,-172,-84
G,33690,4,-15,4
A,33710,-2038,-177,-83
G,33710,1,-28,-65
A,33730,-2040,-180,-94
G,33730,32,-6,63
A,33750,-2044,-179,-73
G,33750,-9,36,45
A,33770,-2037,-172,-92
G,33770,30,-38,-35
A,33790,-2029,-184,-92
G,33790,67,5,31
A,33810,-2045,-175,-97
G,33810,54,65,-33
A,33830,-2031,-175,-84
G,33830,0,51,-24
A,33850,-2045,-171,-72
G,33850,34,-11,-94
A,33870,-2048,-174,-94
G,33870,21,31,18
A,33890,-2031,-166,-92
G,33890,-23,75,24
A,33910,-2041,-174,-85
G,33910,33,30,-47
A,33930,-2035,-175,-79
G,33930,41,-38,-71
A,33950,-2042,-182,-79
G,33950,20,36,120
A,33970,-2040,-174,-65
G,33970,-2,75,27
A,33990,-2041,-179,-101
G,33990,30,-59,-39
A,34010,-2045,-176,-91
G,34010,-1,47,80
A,34030,-2035,-175,-94
G,34030,9,76,7
A,34050,-2044,-176,-79
G,34050,38,31,-3
A,34070,-2042,-175,-81
G,34070,44,-54,-22
A,34090,-2036,-173,-91
G,34090,53,-4,-79
A,34110,-2044,-185,-75
G,34110,21,65,82
A,34130,-2024,-177,-91
G,34130,11,-12,-39
A,34150,-2047,-184,-83
G,34150,9,-7,-110
A,34170,-2033,-176,-77
G,34170,4,68,77
A,34190,-2038,-181,-83
G,34190,-19,73,39
A,34210,-2041,-183,-89
G,34210,5,-60,-68
A,34230,-2039,-164,-97
G,34230,24,28,21
A,34250,-2051,-178,-86
G,34250,15,39,47
A,34270,-2037,-172,-90
G,34270,26,68,55
A,34290,-2035,-175,-95
G,34290,17,-38,-25
A,34310,-2043,-177,-84
G,34310,7,14,-55
A,34330,-2037,-180,-82
G,34330,-20,19,16
A,34350,-2042,-176,-72
G,34350,7,22,-4
A,34370,-2034,-168,-89
G,34370,34,11,-100
V,34379,3.2695
A,34390,-2047,-170,-79
G,34390,-9,88,45
A,34410,-2042,-175,-67
G,34410,-11,37,13
A,34430,-2039,-170,-81
G,34430,21,58,-30
A,34450,-2037,-178,-91
G,34450,35,13,37
A,34470,-2042,-170,-95
G,34470,26,56,-59
A,34490,-2037,-180,-93
G,34490,20,95,21
A,34510,-2040,-181,-78
G,34510,26,-32,-39
A,34530,-2043,-178,-84
G,34530,-3,-32,85
A,34550,-2034,-173,-83
G,34550,6,59,85
A,34570,-2031,-171,-88
G,34570,12,-4,-36
A,34590,-2036,-173,-96
G,34590,37,-71,-83
A,34610,-2041,-171,-88
G,34610,41,-7,106
A,34630,-2030,-178,-91
G,34630,-19,59,32
A,34650,-2042,-186,-78
G,34650,48,-26,-24
A,34670,-2039,-169,-79
G,34670,16,48,27
A,34690,-2039,-185,-91
G,34690,-6,65,13
A,34710,-2036,-171,-84
G,34710,0,11,58
A,34730,-2041,-183,-82
G,34730,6,27,-46
A,34750,-2037,-175,-89
G,34750,50,-14,-90
A,34770,-2037,-169,-89
G,34770,21,31,-17
A,34790,-2037,-181,-88
G,34790,30,30,24
A,34810,-2042,-171,-92
G,34810,34,8,-14
A,34830,-2045,-181,-91
G,34830,11,0,-20
A,34850,-2035,-176,-76
G,34850,-3,56,64
A,34870,-2045,-183,-91
G,34870,4,19,-1
A,34890,-2038,-178,-79
G,34890,1,-4,-24
A,34910,-2045,-168,-82
G,34910,20,-15,-71
A,34930,-2036,-188,-77
G,34930,0,113,45
A,34950,-2034,-181,-88
G,34950,3,10,37
A,34970,-2040,-173,-77
G,34970,52,-18,-43
A,34990,-2029,-179,-89
G,34990,7,48,37
A,35010,-2042,-179,-92
G,35010,-16,37,-52
A,35030,-2027,-175,-82
G,35030,29,-43,-73
A,35050,-2029,-171,-70
G,35050,17,-49,107
A,35070,-2047,-177,-93
G,35070,-6,-11,-43
A,35090,-2035,-181,-90
G,35090,0,70,18
A,35110,-2047,-189,-100
G,35110,47,-28,-8
A,35130,-2033,-188,-98
G,35130,26,17,-132
A,35150,-2037,-176,-86
G,35150,21,88,16
A,35170,-2047,-179,-98
G,35170,12,16,-33
A,35190,-2036,-176,-92
G,35190,39,-85,-59
A,35210,-2035,-175,-89
G,35210,6,-9,40
A,35230,-2037,-175,-75
G,35230,18,56,19
A,35250,-2031,-175,-88
G,35250,15,-6,31
A,35270,-2033,-174,-88
G,35270,14,-7,78
A,35290,-2043,-178,-93
G,35290,-2,58,32
A,35310,-2035,-186,-95
G,35310,-2,47,5
A,35330,-2039,-173,-88
G,35330,21,-18,-83
A,35350,-2034,-179,-63
G,35350,30,-86,-97
A,35370,-2038,-179,-88
G,35370,37,2,129
A,35390,-2038,-177,-89
G,35390,52,-28,-16
A,35410,-2035,-179,-79
G,35410,4,-37,-116
A,35430,-2037,-167,-86
G,35430,41,-12,86
A,35450,-2039,-172,-83
G,35450,17,85,43
A,35470,-2040,-182,-76
G,35470,3,13,-12
A,35490,-2042,-179,-74
G,35490,30,76,-41
A,35510,-2039,-182,-67
G,35510,24,-7,-118
A,35530,-2037,-168,-93
G,35530,27,16,-39
A,35550,-2038,-164,-89
G,35550,46,-65,13
A,35570,-2032,-176,-77
G,35570,9,-21,-59
A,35590,-2032,-179,-87
G,35590,4,44,80
A,35610,-2032,-173,-92
G,35610,7,40,13
A,35630,-2034,-174,-89
G,35630,43,-48,-51
A,35650,-2042,-180,-75
G,35650,9,-38,5
A,35670,-2035,-181,-87
G,35670,27,3,-67
A,35690,-2039,-174,-88
G,35690,37,-20,-19
A,35710,-2035,-174,-92
G,35710,22,-9,2
A,35730,-2046,-179,-72
G,35730,-5,5,-33
A,35750,-2032,-173,-98
G,35750,-12,64,61
A,35770,-2037,-177,-90
G,35770,-7,20,5
A,35790,-2042,-181,-89
G,35790,-11,-6,-73
A,35810,-2042,-171,-95
G,35810,34,47,48
A,35830,-2044,-184,-89
G,35830,9,36,31
A,35850,-2033,-178,-87
G,35850,56,-52,-41
A,35870,-2041,-181,-89
G,35870,-14,17,48
A,35890,-2031,-177,-80
G,35890,-17,8,-25
A,35910,-2045,-180,-90
G,35910,-17,81,-22
A,35930,-2039,-174,-91
G,35930,-8,-43,-20
A,35950,-2035,-179,-89
G,35950,-29,-12,-86
A,35970,-2039,-173,-85
G,35970,-31,44,-6
A,35990,-2041,-175,-83
G,35990,19,-11,-75
A,36010,-2031,-179,-88
G,36010,-5,-18,-76
A,36030,-2032,-170,-95
G,36030,0,34,90
A,36050,-2035,-182,-84
G,36050,20,84,-6
A,36070,-2044,-172,-81
G,36070,33,10,-20
A,36090,-2049,-181,-92
G,36090,11,-103,-73
A,36110,-2036,-170,-91
G,36110,64,-52,-90
A,36130,-2035,-185,-75
G,36130,6,71,-28
A,36150,-2035,-175,-79
G,36150,34,-21,-17
A,36170,-2047,-176,-83
G,36170,12,-28,-83
A,36190,-2036,-178,-91
G,36190,36,45,16
A,36210,-2041,-175,-94
G,36210,36,0,51
A,36230,-2039,-180,-66
G,36230,30,-66,-11
A,36250,-2047,-180,-85
G,36250,37,-48,23
A,36270,-2034,-177,-79
G,36270,-6,84,40
A,36290,-2038,-172,-94
